id,site_id,site_name,description,tr_description,de_description,en_description
106,106,In Limani,,,,
107,107,Sestos,"The ancient city is located on the northern shore of the Dardanelles and overbuilt by a Byzantine/Ottoman fortification whose ruins are still preserved. Surface finds date back to the 2 nd mill. BCE. Since the Archaic up until Roman times, Sestos was an important city.","Canakkale Bogazi'nin kuzey kiyisinda yer alan antik kent, kalintilari halen korunmakta olan bir Bizans/Osmanli suru tarafindan insa edilmistir. Yuzey buluntulari 2'ye kadar uzanmaktadir. nd Degirmen. M.O. Arkaik Cag'dan Roma donemine kadar Sestos onemli bir sehirdi.","Die antike Stadt liegt am Nordufer der Dardanellen und wurde von einer byzantinisch/osmanischen Festung uberbaut, deren Ruinen noch erhalten sind. Oberflachenfunde stammen aus dem 2 nd Jahrtausend. BCE. Seit der Archaik bis zur Romerzeit war Sestos eine wichtige Stadt.",
108,108,Cobantepe (Tavolia),"The settlement is located on the southern shore of the Dardanelles, 2km northeast of Kumkale. From a spur that is slightly protruding into the straits the settlement spread to the southwest. So far no excavations have been made. Surface finds date to the Early Bronze Age (Troy I) and the Late Bronze Age (Troy VI).","Yerlesim, Canakkale Bogazi'nin guney kiyisinda, Kumkale'nin 2 km kuzeydogusunda yer almaktadir. Bogazin icine dogru hafifce cikinti yapan bir mahmuzdan yerlesim guneybatiya dogru yayilmistir. Simdiye kadar herhangi bir kazi yapilmamistir. Yuzey buluntulari Erken Tunc Cagi (Troya I) ve Gec Tunc Cagi'na (Troya VI) tarihlenmektedir.","Die Siedlung liegt am Sudufer der Dardanellen, 2 km nordostlich von Kumkale. Von einem Sporn aus, der leicht in die Meerenge hineinragt, breitete sich die Siedlung in Richtung Sudwesten aus. Bisher wurden noch keine Ausgrabungen vorgenommen. Die Oberflachenfunde stammen aus der fruhen Bronzezeit (Troja I) und der spaten Bronzezeit (Troja VI).",
109,109,Figla Tepe ,"Figla Tepe is located near the southern end of the Kara Menderes floodplain at Troy, 1.5 km south of the village Tastepe and 500 m west of the road from Canakkale to Ezine. So far, no excavations have been made. Heinrich Schliemann reports two concentric circles of fortification walls with an internal diameter of 60 m that were about 50 m apart. John Manuel Cook visited the mound and regarded it as a fortress or refuge site. According to him, the many natural stones in the area belonged to the former buildings. Cook saw fragments of pithoi and ceramics but did not date them. Schliemann saw only raw, unglazed and unpainted wheelmade pottery that was thoroughly fired and showed a red color. The Troy excavation team found only a few Gray Ware pieces. The place may have been a citadel dating to the Troy VI period.","Figla Tepe, Troya'da Kara Menderes taskin yataginin guney ucuna yakin bir yerde, Tastepe koyunun 1,5 km guneyinde ve Canakkale'den Ezine'ye giden yolun 500 m batisinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Heinrich Schliemann, aralarinda yaklasik 50 m mesafe bulunan, ic capi 60 m olan iki esmerkezli sur cemberinden bahsetmektedir. John Manuel Cook hoyugu ziyaret etmis ve burayi bir kale ya da siginak alani olarak degerlendirmistir. Ona gore, bolgedeki cok sayida dogal tas eski yapilara aitti. Cook kup ve seramik parcalari gormus ancak bunlari tarihlememistir. Schliemann sadece iyice pisirilmis ve kirmizi renk gosteren ham, sirsiz ve boyasiz cark yapimi canak comlekler gormustur. Troya kazi ekibi sadece birkac Gri Mal parcasi bulmustur. Burasi Troya VI doneminden kalma bir kale olabilir.","Figla Tepe befindet sich in der Nahe des sudlichen Endes der Kara Menderes-Aue bei Troy, 1,5 km sudlich des Dorfes Tastepe und 500 m westlich der Straﬂe von Canakkale nach Ezine. Bisher wurden noch keine Ausgrabungen vorgenommen. Heinrich Schliemann berichtet von zwei konzentrischen Kreisen von Befestigungsmauern mit einem Innendurchmesser von 60 m, die etwa 50 m voneinander entfernt waren. John Manuel Cook besuchte den Hugel und hielt ihn fur eine Festung oder einen Zufluchtsort. Ihm zufolge gehorten die vielen Natursteine in der Umgebung zu den ehemaligen Gebauden. Cook sah Fragmente von Pithoi und Keramik, konnte sie aber nicht datieren. Schliemann sah nur rohe, unglasierte und unbemalte Topferware, die grundlich gebrannt war und eine rote Farbe aufwies. Das Ausgrabungsteam von Troy fand nur einige wenige Stucke aus Grauer Ware. Der Ort konnte eine Zitadelle aus der Zeit von Troja VI gewesen sein.",
110,110,Isildak Tepe ,"Isildak Tepe is located on the southern shore of the Dardanelles, 5 km west of the village Intepe. The site was discovered in 1976 by Askidil Akarca. No architectural remains are visible today. A. Akarca found vessel fragments similar to Troy I and Troy VI. Peter Pavuk and Cornelia Schubert saw numerous Late Bronze Age ceramic fragments dating to early Troia VI up until Troy VIIa.","Isildak Tepe, Canakkale Bogazi'nin guney kiyisinda, Intepe koyunun 5 km batisinda yer almaktadir. Alan 1976 yilinda Askidil Akarca tarafindan kesfedilmistir. Bugun herhangi bir mimari kalinti gorulmemektedir. A. Akarca, Troya I ve Troya VI'ya benzer kap parcalari bulmustur. Peter Pavuk ve Cornelia Schubert, Troia VI'nin baslarindan Troia VIIa'ya kadar uzanan cok sayida Gec Tunc Cagi seramik parcasi gormustur.","Isildak Tepe liegt am Sudufer der Dardanellen, 5 km westlich des Dorfes Intepe. Die Statte wurde 1976 von Askidil Akarca entdeckt. Heute sind keine architektonischen Uberreste zu sehen. A. Akarca fand Gefaﬂfragmente, die denen von Troja I und Troja VI ahneln. Peter Pavuk und Cornelia Schubert sahen zahlreiche spatbronzezeitliche Keramikfragmente, die auf das fruhe Troia VI bis hin zu Troy VIIa datiert werden.",
111,111,Eski Kale (Rhoiteion) ,"The settlement is located on the southern side of the Dardanelles, 2.5 kilometers west of the village Intepe (Erenkoy) near Canakkale. The place is mentioned in the archaeological literature under various names, including Harap Kale, Eski Kale, Kukumagu Tepe and Tepe Baykus. The most customary name is Rhoiteion or Eski Kale in Turkish. The site lies on a plateau-like hills about 40 meters above sea level. W. Leaf and J. Cook identified this site with the ancient Rhoiteion. Most pottery found dates to the Archaic and Classical period. In 1935, the US-American excavation team at Troy found here pieces dating to Troy VI-VII. J. Cook, however, dated the earliest pottery to 700 BCE.","Yerlesim Canakkale Bogazi'nin guney tarafinda yer almaktadir, Canakkale yakinlarindaki Intepe (Erenkoy) koyunun 2,5 kilometre batisindadir. Yer, arkeoloji literaturunde Harap Kale, Eski Kale, Kukumagu Tepe ve Tepe Baykus gibi cesitli isimlerle anilmaktadir. Turkce'de en yaygin kullanilan isim Rhoiteion ya da Eski Kale'dir. Alan, deniz seviyesinden yaklasik 40 metre yukseklikte plato benzeri bir tepede yer almaktadir. W. Leaf ve J. Cook bu alani antik Rhoiteion ile ozdeslestirmistir. Bulunan canak comleklerin cogu Arkaik ve Klasik doneme aittir. 1935 yilinda Troia'daki Amerikan kazi ekibi burada Troia VI-VII'ye tarihlenen parcalar bulmustur. Ancak J. Cook en erken canak comlegi MO 700'e tarihlemistir.","Die Siedlung befindet sich auf der sudlichen Seite der Dardanellen, 2,5 Kilometer westlich des Dorfes Intepe (Erenkoy) bei Canakkale. Der Ort wird in der archaologischen Literatur unter verschiedenen Namen erwahnt, darunter Harap Kale, Eski Kale, Kukumagu Tepe und Tepe Baykus. Der gebrauchlichste Name ist Rhoiteion oder Eski Kale auf Turkisch. Die Statte liegt auf einer plateauartigen Anhohe etwa 40 Meter uber dem Meeresspiegel. W. Leaf und J. Cook identifizierten diesen Ort mit dem antiken Rhoiteion. Die meisten gefundenen Topferwaren stammen aus der archaischen und klassischen Periode. Im Jahr 1935 fand das US-amerikanische Ausgrabungsteam von Troja hier Stucke, die auf Troja VI-VII datiert wurden. J. Cook hingegen datierte die fruhesten Topferwaren auf 700 v. Chr.",
112,112,Mal Tepe (Dardanos) ,"The Settlement lies on the southern coast of the Dardanelles, south of the village Kepez near Canakkale. During the 1950s, the Classical necropolis of Dardanos, including an important tumulus, was discovered there. There is virtually no information about the Bronze Age habitation of the site. During his visit in the 1960, J. M. Cook found Gray Ware that he regarded as Late Bronze Age.","Yerlesim, Canakkale Bogazi'nin guney kiyisinda, Canakkale yakinlarindaki Kepez koyunun guneyinde yer almaktadir. 1950'lerde, onemli bir tumulus de dahil olmak uzere Dardanos'un Klasik nekropolu burada kesfedilmistir. Alanin Tunc Cagi yerlesimi hakkinda neredeyse hicbir bilgi yoktur. J. M. Cook, 1960 yilindaki ziyareti sirasinda Gec Tunc Cagi'na ait oldugunu dusundugu Gri Mallar bulmustur.","Die Siedlung liegt an der Sudkuste der Dardanellen, sudlich des Dorfes Kepez bei Canakkale. In den 1950er Jahren wurde dort die klassische Nekropole von Dardanos, einschlieﬂlich eines bedeutenden Grabhugels, entdeckt. Es gibt so gut wie keine Informationen uber die bronzezeitliche Besiedlung der Statte. Wahrend seines Besuchs im Jahr 1960 fand J. M. Cook Gray Ware, die er der spaten Bronzezeit zuordnete.",
113,113,Hantepe ,"The Settlement is located on the Aegean coast opposite of the island of Tenedos in the district of Ezine. The cape lies 4 km south of Kumburnu. The hill rises about 7 meters above the surrounding area. So far, no excavations have been conducted. In addition to Early and Late Bronze Age pottery (Troy I, Troy VI), J. M. Cook also found Classical and Roman pottery.","Yerlesim, Ezine ilcesinde Bozcaada'nin karsisinda Ege kiyisinda yer almaktadir. Burun, Kumburnu'nun 4 km guneyinde yer almaktadir. Tepe, cevredeki alandan yaklasik 7 metre yukselmektedir. Simdiye kadar herhangi bir kazi yapilmamistir. J. M. Cook, Erken ve Gec Tunc Cagi canak comleginin (Troya I, Troya VI) yani sira Klasik ve Roma canak comlegi de bulmustur.","Die Siedlung befindet sich an der Agaiskuste gegenuber der Insel Tenedos im Bezirk Ezine. Das Kap liegt 4 km sudlich von Kumburnu. Der Hugel erhebt sich etwa 7 Meter uber die Umgebung. Bisher wurden noch keine Ausgrabungen durchgefuhrt. Neben Keramik aus der fruhen und spaten Bronzezeit (Troja I, Troja VI) fand J. M. Cook auch Keramik aus der klassischen und romischen Zeit.",
114,114,Ciftlik Tepe ,The Settlement mound of Ciftlik Tepe is located on the western margin of the country town Bayramic and belongs to the estate of the Hadimoglu family. The hill is about 15-20 m higher than the adjacent riverbed. J. M. Cook quotes James Mellaart who has found Troy I black burnished inverted-rim bowls and hand-made and wheel-made 2 nd mill. BCE Gray and Red Ware. On the north and west slope of the settlement ceramic similar to Troy V-VI as well as Roman and Byzantine sherds were found.,"Ciftlik Tepe Yerlesim Hoyugu, Bayramic'in bati sinirinda yer alir ve Hadimoglu ailesinin mulkune aittir. Tepe, bitisigindeki nehir yatagindan yaklasik 15-20 m daha yuksektir. J. M. Cook, James Mellaart'in Troya I'de siyah perdahli ters cevrilmis kaseler ve el yapimi ve cark yapimi 2 nd Degirmen. M.O. Gri ve Kirmizi Mal. Yerlesimin kuzey ve bati yamacinda Troya V-VI'ya benzer seramiklerin yani sira Roma ve Bizans canak comlek parcalari bulunmustur.","Der Siedlungshugel Ciftlik Tepe befindet sich am westlichen Rand der Landstadt Bayramic und gehort zum Anwesen der Familie Hadimoglu. Der Hugel liegt etwa 15-20 m hoher als das angrenzende Flussbett. J. M. Cook zitiert James Mellaart, der aus Troja I schwarz brunierte Stulpdeckelschalen und hand- und radgefertigte 2 nd Jahrtausend. BCE Gray und Red Ware. Am Nord- und Westhang der Siedlung wurde Keramik gefunden, die Troy V-VI ahnelt, sowie romische und byzantinische Scherben.",
115,115,Dalyan,"Die Siedlung liegt1 km nordlich des Kaps der Stadt Alexandria Troas. Im Rahmen der Gelandebegehungen John Manuel Cook konnte im Jahr 1959 eine fruh- und Spatbronzezeitliche Nutzung nachwiesen. Keramik: Troy I inverted-rim bowl, second millennium grey found 1967; In der Topferscheibe gemachte grau farbigen Scherben.","Yerlesim Alexandria Troas sehrinin burnunun 1 km kuzeyinde yer almaktadir. John Manuel Cook, 1959 yilinda yerlesimin Erken Tunc Cagi ve Gec Tunc Cagi'nda kullanildigina dair kanitlar sunmustur. Canak Comlek: Troya I ters cevrilmis kenarli kase, ikinci binyil grisi 1967'de bulunmustur; comlekci carkinda yapilmis gri renkli parcalar.","Die Siedlung liegt1 km nordlich des Kaps der Stadt Alexandria Troas. Im Rahmen der Gelandebegehungen John Manuel Cook konnte im Jahr 1959 eine fruh- und Spatbronzezeitliche Nutzung nachwiesen. Keramik: Troy I inverted-rim bowl, second millennium grey found 1967; In der Topferscheibe gemachte grau farbigen Scherben.",
116,116,Kumbet Kocabahce ,"The settlement is situated 1 km north-northeast of the village Kemalli in Ezine. According to J. M. Cook, prehistoric pottery is abundantly present. J. Mellaart is said to have found Troy I and Troy VI material. (Luwian Studies could not locate the site)","Yerlesim Ezine'ye bagli Kemalli koyunun 1 km kuzey-kuzeydogusunda yer almaktadir. J. M. Cook'a gore, tarih oncesi canak comlek bol miktarda mevcuttur. J. Mellaart'in Troya I ve Troya VI'da malzeme buldugu soylenmektedir. (Luwian Studies sitenin yerini tespit edemedi)",Die Siedlung befindet sich 1 km nord-nordostlich des Dorfes Kemalli in Ezine. Laut J. M. Cook ist prahistorische Keramik im Uberfluss vorhanden. J. Mellaart soll Material aus Troja I und Troja VI gefunden haben. (Luwian Studies konnte die Statte nicht ausfindig machen),
117,117,Besik Tepe (Kolonai) ,"The settlement lies on the Aegean coast south of Alexandria Troas and west of the village Akcakecili in the district of Ezine. Frank Calvert identified this place in 1859 with ancient Kolonai. The settlement consists of two parts, the large south hill and a smaller north hill. It appears to consist of an upper and a lower town. J. M. Cook says that J. Mellaart identified dark burnished ware of Troy I-II date and a bit of Late Bronze Age Gray Ware with wavy line Ornament.","Yerlesim, Alexandria Troas'in guneyinde ve Ezine ilcesine bagli Akcakecili koyunun batisinda, Ege kiyisinda yer almaktadir. Frank Calvert 1859 yilinda burayi antik Kolonai ile ozdeslestirmistir. Yerlesim, buyuk guney tepesi ve daha kucuk bir kuzey tepesi olmak uzere iki bolumden olusmaktadir. Bir yukari ve bir asagi kasabadan olusuyor gibi gorunmektedir. J. M. Cook, J. Mellaart'in Troya I-II donemine ait koyu ackili mallar ve dalgali cizgi suslemeli bir parca Gec Tunc Cagi Gri Mal tespit ettigini soylemektedir.","Die Siedlung liegt an der Agaiskuste sudlich von Alexandria Troas und westlich des Dorfes Akcakecili im Bezirk Ezine. Frank Calvert identifizierte diesen Ort im Jahr 1859 mit dem antiken Kolonai. Die Siedlung besteht aus zwei Teilen, dem groﬂen Sudhugel und einem kleineren Nordhugel. Sie scheint aus einer Ober- und einer Unterstadt zu bestehen. J. M. Cook sagt, dass J. Mellaart dunkle, brunierte Ware aus Troja I-II und etwas spatbronzezeitliche graue Ware mit Wellenlinienornamenten identifiziert hat.",
118,118,Asartepe (in Gelibolu) ,"The small hill lies on the northern shore of the Dardanelles, 3 km south of the village Ilgardere in the district of Eceabat. David French first identified the settlement as being prehistoric. Mehmet Ozdogan visited the site and confirmed that it was inhabited throughout the Bronze Age. Almost all Troy phases (I-VI) are represented. In addition, Hellenistic and Roman pottery was also found.","Kucuk tepe, Canakkale Bogazi'nin kuzey kiyisinda, Eceabat ilcesine bagli Ilgardere koyunun 3 km guneyinde yer almaktadir. Yerlesimin tarih oncesine ait oldugunu ilk olarak David French tespit etmistir. Mehmet Ozdogan yerlesimi ziyaret etmis ve Tunc Cagi boyunca iskan edildigini dogrulamistir. Neredeyse tum Troya evreleri (I-VI) temsil edilmektedir. Ayrica Helenistik ve Roma canak comlekleri de bulunmustur.","Der kleine Hugel liegt am Nordufer der Dardanellen, 3 km sudlich des Dorfes Ilgardere im Bezirk Eceabat. David French identifizierte die Siedlung zuerst als prahistorisch. Mehmet Ozdogan besuchte die Statte und bestatigte, dass sie wahrend der gesamten Bronzezeit bewohnt war. Fast alle Troja-Phasen (I-VI) sind vertreten. Daruber hinaus wurde auch hellenistische und romische Keramik gefunden.",
119,119,Savrantepe,"The settlement is located 5 km north of the district town of Ezine, right next to the highway between Canakkale and Ezine. The place is interpreted to have been a fortress to protect the route between southern and northern valley of the Kara Menderes in antiquity. Late Bronze Age, late Classical and Hellenistic pottery has been found there.","Yerlesim, Ezine ilcesinin 5 km kuzeyinde, Canakkale ile Ezine arasindaki karayolunun hemen yaninda yer almaktadir. Buranin antik donemde Kara Menderes'in guney ve kuzey vadileri arasindaki yolu korumak icin bir kale oldugu dusunulmektedir. Burada Gec Tunc Cagi, Gec Klasik ve Helenistik doneme ait canak comlekler bulunmustur.","Die Siedlung liegt 5 km nordlich der Kreisstadt Ezine, direkt an der Schnellstraﬂe zwischen Canakkale und Ezine. Man nimmt an, dass der Ort in der Antike eine Festung zum Schutz des Weges zwischen dem sudlichen und nordlichen Tal des Kara Menderes war. Man hat dort Keramik aus der spaten Bronzezeit, der Spatklassik und dem Hellenismus gefunden.",
120,120,Bozyer,"The settlement is located 4 km south of Lake Marmara (Gygaean Lake). It covers 14 hectares and is up to 15 meters high. Ceramic analysis initiated by Christopher H. Roosevelt and Ciler Cilingiroglu Unlusoy argue that the habitation began most likely during the Chalcolithic period. The earliest ceramic finds show similarities with the other West Anatolian settlements. The place appears to have been densely populated during the Early Bronze Age. Middle and Late Bronze Age pottery is also present. Much of the LBA pottery is similar to Troy VI and VII. Grey Ware and gray surfaces with mica are typical of West Anatolian Ware. In addition, wheel-made fine ware of good quality and with a yellow-brown color was also found. Very little Roman Terra Sigillata might hint at a Roman settlement. No excavations have been conducted so far.","Yerlesim Marmara Golu'nun (Gygaean Golu) 4 km guneyinde yer almaktadir. 14 hektarlik bir alani kaplar ve yuksekligi 15 metreye kadar cikar. Christopher H. Roosevelt ve Ciler Cilingiroglu Unlusoy tarafindan baslatilan seramik analizleri, yerlesimin buyuk olasilikla Kalkolitik donemde basladigini savunmaktadir. En erken seramik buluntulari diger Bati Anadolu yerlesimleriyle benzerlik gostermektedir. Burasi Erken Tunc Cagi'nda yogun bir yerlesime sahne olmus gibi gorunmektedir. Orta ve Gec Tunc Cagi canak comlegi de mevcuttur. Ilk Tunc Cagi canak comleginin cogu Troya VI ve VII ile benzerlik gostermektedir. Gri mallar ve mikali gri yuzeyler tipik Bati Anadolu mallaridir. Ayrica, iyi kalitede ve sari-kahverengi renkte cark yapimi ince mallar da bulunmustur. Cok az Roman Terra Sigillata bir Roma yerlesimine isaret edebilir. Simdiye kadar herhangi bir kazi yapilmamistir.","Die Siedlung liegt 4 km sudlich des Marmara-Sees (Gygaean-See). Sie erstreckt sich uber 14 Hektar und ist bis zu 15 Meter hoch. Keramische Analysen, die von Christopher H. Roosevelt und Ciler Cilingiroglu Unlusoy initiiert wurden, legen nahe, dass die Besiedlung hochstwahrscheinlich in der Chalkolithischen Periode begann. Die fruhesten Keramikfunde zeigen Ahnlichkeiten mit den anderen westanatolischen Siedlungen. Der Ort scheint wahrend der fruhen Bronzezeit dicht besiedelt gewesen zu sein. Keramik aus der mittleren und spaten Bronzezeit ist ebenfalls vorhanden. Ein Groﬂteil der LBA-Keramik ahnelt Troy VI und VII. Graue Ware und graue Oberflachen mit Glimmer sind typisch fur westanatolische Ware. Daruber hinaus wurde auch auf der Drehscheibe hergestellte Feinkeramik von guter Qualitat und mit einer gelb-braunen Farbe gefunden. Sehr wenig romische Terra Sigillata konnte auf eine romische Siedlung hindeuten. Bisher wurden noch keine Ausgrabungen durchgefuhrt.",
121,121,Gavurtepe-Alasehir,"The settlement is located on the southwest side of the district city Alasehir in the Manisa province. It was investigated and excavated from 1987 to 1991 by Recep Meric. Habitation began during the Early Bronze Age. During the Late Bronze Age the mound was surrounded by a fortification wall. Excavations of the wall on the south and west side of the settlement brought to light Cyclopean masonry. The excavator interpreted two orthostats on the west side to have formed the main entrance to the settlement - arguing against Rudolf Naumann who said he had not seen orthostats in architecture of the 3 rd and 2 nd mill. BCE in western Asia Minor. A megaron was excavated at the highest point of the settlement mound. The 30 m long and 12 m wide building also consisted of Cyclopean walls are about 2 m thick. Recep Meric dated the megaron based on ceramics to the middle of the 2 nd mill. BCE or a little later. Machteld J. Mellink argued that it was erected in the 15 th cent. BCE and that it burned down towards the end of the Bronze Age. The ceramics are for the most part indigenous, as indicated by unglazed and black glazed spouted pitchers. Some Mycenaean pottery was also found","Yerlesme Manisa iline bagli Alasehir ilcesinin guneybatisinda yer almaktadir. Recep Meric tarafindan 1987-1991 yillari arasinda arastirilmis ve kazilmistir. Yerlesim Erken Tunc Cagi'nda baslamistir. Gec Tunc Cagi'nda hoyugun etrafi bir sur duvari ile cevrilmistir. Yerlesimin guney ve bati tarafindaki duvarlarda yapilan kazilar Kiklop duvar isciligini gun isigina cikarmistir. Kazi baskani, 3 mimarisinde ortostat gormedigini soyleyen Rudolf Naumann'a karsi cikarak, bati tarafindaki iki ortostatin yerlesimin ana girisini olusturdugunu yorumlamistir. rd ve 2 nd mil. Bati Kucuk Asya'da MO. Yerlesim hoyugunun en yuksek noktasinda bir megaron kazilmistir. 30 m uzunlugunda ve 12 m genisligindeki yapinin kiklopik duvarlari da yaklasik 2 m kalinligindadir. Recep Meric megaronu seramiklere dayanarak 2'nin ortalarina tarihlendirmistir. nd milattan once. M.O. ya da biraz daha sonra. Machteld J. Mellink, 15 yilinda insa edildigini ileri surmustur. th yuzyilda insa edilmistir. 'a tarihlenmektedir ve Tunc Cagi'nin sonlarina dogru yanmistir. Sirsiz ve siyah sirli gaga agizli testilerin de gosterdigi gibi, seramikler cogunlukla yereldir. Bazi Miken canak comlekleri de bulunmustur","Die Siedlung liegt an der sudwestlichen Seite der Kreisstadt Alasehir in der Provinz Manisa. Sie wurde von 1987 bis 1991 von Recep Meric untersucht und ausgegraben. Die Besiedlung begann in der fruhen Bronzezeit. Wahrend der Spatbronzezeit war der Hugel von einer Befestigungsmauer umgeben. Ausgrabungen der Mauer an der Sud- und Westseite der Siedlung brachten zyklopisches Mauerwerk zu Tage. Der Ausgraber interpretierte zwei Orthostaten an der Westseite als den Haupteingang der Siedlung - im Gegensatz zu Rudolf Naumann, der sagte, er habe keine Orthostaten in der Architektur des 3 rd und 2 nd Jahrtausends. BCE im westlichen Kleinasien. Am hochsten Punkt des Siedlungshugels wurde ein Megaron ausgegraben. Das 30 m lange und 12 m breite Gebaude bestand ebenfalls aus zyklopischen Mauern, die etwa 2 m dick sind. Recep Meric datierte das Megaron anhand von Keramik auf die Mitte des 2 nd Jahrtausends. BCE oder ein wenig spater. Machteld J. Mellink argumentierte, dass es im 15 th Jahrhundert. BCE errichtet wurde und gegen Ende der Bronzezeit niederbrannte. Die Keramik ist groﬂtenteils einheimisch, wie die unglasierten und schwarz glasierten Kruge mit Ausguss zeigen. Es wurden auch einige mykenische Keramiken gefunden.",
122,122,Akhisar Hoyuk,"The tell lies approximately 3 km south of the center of the district town Akhisar in Manisa. According to David French, the settlement is located 600 meters west of the road from Akhisar to Golmarmara. So far, no excavations have been made. The settlement is 150 x 100 m in size and about 3 high. Surface finds indicate habitation in the Early, Middle and Late Bronze Age. The 2 nd mill. BCE produced Gray Ware in particular.","Manisa'nin Akhisar ilce merkezinin yaklasik 3 km guneyinde yer almaktadir. David French'e gore yerlesim, Akhisar'dan Golmarmara'ya giden yolun 600 metre batisinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Yerlesim 150 x 100 m boyutlarinda ve yaklasik 3 yuksekligindedir. Yuzey buluntulari Erken, Orta ve Gec Tunc Cagi'nda yerlesime isaret etmektedir. 2 nd degirmen. BCE ozellikle Gray Ware uretmistir.","Der Tell liegt etwa 3 km sudlich des Zentrums der Kreisstadt Akhisar in Manisa. Laut David French befindet sich die Siedlung 600 Meter westlich der Straﬂe von Akhisar nach Golmarmara. Bisher wurden noch keine Ausgrabungen vorgenommen. Die Siedlung ist 150 x 100 m groﬂ und etwa 3 Meter hoch. Oberflachenfunde deuten auf eine Besiedlung in der fruhen, mittleren und spaten Bronzezeit hin. Die 2 nd Jahrtausend. BCE produzierte vor allem Gray Ware.",
123,123,Dagdeviren Ciftligi Hoyuk,"The tell is situated 7 km southwest of the district town Akhisar in Manisa, 300 m west of the road from Akhisar to Izmir. So far, no excavations have been made. The knoll is 120 x 60 m in size and 9 m high. Surface finds date to the Early, Middle, and Late Bronze Age. The 2 nd mill. BCE is evident in Gray Silver Wash and Buff Gold Wash Ware.","Manisa'nin Akhisar ilcesinin 7 km guneybatisinda, Akhisar'dan Izmir'e giden yolun 300 m batisinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Tumsek 120 x 60 m boyutlarinda ve 9 m yuksekligindedir. Yuzey buluntulari Erken, Orta ve Gec Tunc Cagi'na tarihlenmektedir. 2 nd degirmen. BCE, Gri Gumus Yikama ve Devetuyu Altin Yikama Mallarda belirgindir.","Der Tell befindet sich 7 km sudwestlich der Kreisstadt Akhisar in Manisa, 300 m westlich der Straﬂe von Akhisar nach Izmir. Bisher wurden noch keine Ausgrabungen vorgenommen. Die Anhohe ist 120 x 60 m groﬂ und 9 m hoch. Die Oberflachenfunde stammen aus der fruhen, mittleren und spaten Bronzezeit. Die 2 nd Jahrtausend. BCE ist in Gray Silver Wash und Buff Gold Wash Ware ersichtlich.",
124,124,Camonu (Karasonya),"The tell settlement is located near the village Camonu in the district of Akhisar. It should be at a distance of 1.3 km west-northwest from the village. So far, no excavations have been made. The settlement is 250 x 200 meters in size and is about 11 m high. According to the surface finds, the site was inhabited from the Chalcolithic to the Iron Age.","Hoyuk yerlesimi Akhisar ilcesine bagli Camonu koyu yakinlarinda yer almaktadir. Koyden bati-kuzeybati yonunde 1,3 km uzaklikta olmalidir. Simdiye kadar herhangi bir kazi yapilmamistir. Yerlesim 250 x 200 metre boyutlarinda ve yaklasik 11 m yuksekligindedir. Yuzey buluntularina gore Kalkolitik Cag'dan Demir Cagi'na kadar iskan gormustur.","Die Tellsiedlung befindet sich in der Nahe des Dorfes Camonu im Bezirk Akhisar. Sie durfte 1,3 km west-nordwestlich vom Dorf entfernt sein. Bisher wurden noch keine Ausgrabungen vorgenommen. Die Siedlung hat eine Groﬂe von 250 x 200 Metern und ist etwa 11 m hoch. Den Oberflachenfunden zufolge war die Statte vom Chalkolithikum bis zur Eisenzeit bewohnt.",
125,125,Mecidiye (Palamut) Hoyuk ,"The tell settlement is situated in the village of Mecidiye in the district Akhisar. So far, no excavations have been made. Much of the tell has been removed through modern construction. Currently it is 95 x 80 m in size and approximately 6 meters high. Surface finds indicate, that the place was inhabited from the Late Chalcolithic until the end of the Late Bronze Age.","Hoyuk yerlesimi Akhisar ilcesine bagli Mecidiye koyunde yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Tellin buyuk bir kismi modern yapilasma nedeniyle ortadan kaldirilmistir. Su anda 95 x 80 m boyutlarinda ve yaklasik 6 metre yuksekligindedir. Yuzey buluntulari, buranin Gec Kalkolitik Cag'dan Gec Tunc Cagi'nin sonuna kadar iskan edildigini gostermektedir.","Die Tellsiedlung befindet sich im Dorf Mecidiye im Bezirk Akhisar. Bisher wurden noch keine Ausgrabungen vorgenommen. Ein Groﬂteil des Tells wurde durch moderne Bauarbeiten entfernt. Derzeit ist er 95 x 80 m groﬂ und etwa 6 Meter hoch. Oberflachenfunde deuten darauf hin, dass der Ort vom spaten Chalkolithikum bis zum Ende der spaten Bronzezeit bewohnt war.",
126,126,Tepebaglar Hoyuk ,"The tell is located 800 m north of the village Kayislar in the district of Saruhanli. So far, no excavations have been made. The size of the settlement is not provided in the literature. Surface finds date to the Early, Middle and Late Bronze Age.","Tell, Saruhanli ilcesine bagli Kayislar koyunun 800 m kuzeyinde yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir. Yerlesimin buyuklugu literaturde belirtilmemistir. Yuzey buluntulari Erken, Orta ve Gec Tunc Cagi'na tarihlenmektedir.","Der Tell befindet sich 800 m nordlich des Dorfes Kayislar im Bezirk Saruhanli. Bislang wurden keine Ausgrabungen vorgenommen. Die Groﬂe der Siedlung ist in der Literatur nicht angegeben. Die Oberflachenfunde stammen aus der fruhen, mittleren und spaten Bronzezeit.",
